run_name,config,backbone,freeze_backbone,pretrained,train_fraction,condition,adapter,probe_comparable,arm,window,arm_n_fine_source
ls_vista3d_ft_pt_f001,configs/lowshot/ls_vista3d_ft_pt_f001.yaml,vista3d,False,True,0.01,ft_pt,native,True,N,native,pretrained
ls_vista3d_ft_pt_f005,configs/lowshot/ls_vista3d_ft_pt_f005.yaml,vista3d,False,True,0.05,ft_pt,native,True,N,native,pretrained
ls_vista3d_ft_pt_f010,configs/lowshot/ls_vista3d_ft_pt_f010.yaml,vista3d,False,True,0.1,ft_pt,native,True,N,native,pretrained
ls_vista3d_ft_pt_f025,configs/lowshot/ls_vista3d_ft_pt_f025.yaml,vista3d,False,True,0.25,ft_pt,native,True,N,native,pretrained
ls_vista3d_ft_pt_f100,configs/lowshot/ls_vista3d_ft_pt_f100.yaml,vista3d,False,True,1.0,ft_pt,native,True,N,native,pretrained
ls_vista3d_ft_sc_f001,configs/lowshot/ls_vista3d_ft_sc_f001.yaml,vista3d,False,False,0.01,ft_sc,native,True,N,native,pretrained
ls_vista3d_ft_sc_f005,configs/lowshot/ls_vista3d_ft_sc_f005.yaml,vista3d,False,False,0.05,ft_sc,native,True,N,native,pretrained
ls_vista3d_ft_sc_f010,configs/lowshot/ls_vista3d_ft_sc_f010.yaml,vista3d,False,False,0.1,ft_sc,native,True,N,native,pretrained
ls_vista3d_ft_sc_f025,configs/lowshot/ls_vista3d_ft_sc_f025.yaml,vista3d,False,False,0.25,ft_sc,native,True,N,native,pretrained
ls_vista3d_ft_sc_f100,configs/lowshot/ls_vista3d_ft_sc_f100.yaml,vista3d,False,False,1.0,ft_sc,native,True,N,native,pretrained
ls_biomedparse_frz_pt_f001,configs/lowshot/ls_biomedparse_frz_pt_f001.yaml,biomedparse,True,True,0.01,frz_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_pt_f005,configs/lowshot/ls_biomedparse_frz_pt_f005.yaml,biomedparse,True,True,0.05,frz_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_pt_f010,configs/lowshot/ls_biomedparse_frz_pt_f010.yaml,biomedparse,True,True,0.1,frz_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_pt_f025,configs/lowshot/ls_biomedparse_frz_pt_f025.yaml,biomedparse,True,True,0.25,frz_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_pt_f100,configs/lowshot/ls_biomedparse_frz_pt_f100.yaml,biomedparse,True,True,1.0,frz_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_sc_f001,configs/lowshot/ls_biomedparse_frz_sc_f001.yaml,biomedparse,True,False,0.01,frz_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_sc_f005,configs/lowshot/ls_biomedparse_frz_sc_f005.yaml,biomedparse,True,False,0.05,frz_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_sc_f010,configs/lowshot/ls_biomedparse_frz_sc_f010.yaml,biomedparse,True,False,0.1,frz_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_sc_f025,configs/lowshot/ls_biomedparse_frz_sc_f025.yaml,biomedparse,True,False,0.25,frz_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_frz_sc_f100,configs/lowshot/ls_biomedparse_frz_sc_f100.yaml,biomedparse,True,False,1.0,frz_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_pt_f001,configs/lowshot/ls_biomedparse_ft_pt_f001.yaml,biomedparse,False,True,0.01,ft_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_pt_f005,configs/lowshot/ls_biomedparse_ft_pt_f005.yaml,biomedparse,False,True,0.05,ft_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_pt_f010,configs/lowshot/ls_biomedparse_ft_pt_f010.yaml,biomedparse,False,True,0.1,ft_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_pt_f025,configs/lowshot/ls_biomedparse_ft_pt_f025.yaml,biomedparse,False,True,0.25,ft_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_pt_f100,configs/lowshot/ls_biomedparse_ft_pt_f100.yaml,biomedparse,False,True,1.0,ft_pt,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_sc_f001,configs/lowshot/ls_biomedparse_ft_sc_f001.yaml,biomedparse,False,False,0.01,ft_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_sc_f005,configs/lowshot/ls_biomedparse_ft_sc_f005.yaml,biomedparse,False,False,0.05,ft_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_sc_f010,configs/lowshot/ls_biomedparse_ft_sc_f010.yaml,biomedparse,False,False,0.1,ft_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_sc_f025,configs/lowshot/ls_biomedparse_ft_sc_f025.yaml,biomedparse,False,False,0.25,ft_sc,native,True,N,native,fresh_stem_s0s1
ls_biomedparse_ft_sc_f100,configs/lowshot/ls_biomedparse_ft_sc_f100.yaml,biomedparse,False,False,1.0,ft_sc,native,True,N,native,fresh_stem_s0s1
ls_supUnet_frz_pt_f001,configs/lowshot/ls_supUnet_frz_pt_f001.yaml,suprem_unet,True,True,0.01,frz_pt,native,True,N,native,pretrained
ls_supUnet_frz_pt_f005,configs/lowshot/ls_supUnet_frz_pt_f005.yaml,suprem_unet,True,True,0.05,frz_pt,native,True,N,native,pretrained
ls_supUnet_frz_pt_f010,configs/lowshot/ls_supUnet_frz_pt_f010.yaml,suprem_unet,True,True,0.1,frz_pt,native,True,N,native,pretrained
ls_supUnet_frz_pt_f025,configs/lowshot/ls_supUnet_frz_pt_f025.yaml,suprem_unet,True,True,0.25,frz_pt,native,True,N,native,pretrained
ls_supUnet_frz_pt_f100,configs/lowshot/ls_supUnet_frz_pt_f100.yaml,suprem_unet,True,True,1.0,frz_pt,native,True,N,native,pretrained
ls_supUnet_frz_sc_f001,configs/lowshot/ls_supUnet_frz_sc_f001.yaml,suprem_unet,True,False,0.01,frz_sc,native,True,N,native,pretrained
ls_supUnet_frz_sc_f005,configs/lowshot/ls_supUnet_frz_sc_f005.yaml,suprem_unet,True,False,0.05,frz_sc,native,True,N,native,pretrained
ls_supUnet_frz_sc_f010,configs/lowshot/ls_supUnet_frz_sc_f010.yaml,suprem_unet,True,False,0.1,frz_sc,native,True,N,native,pretrained
ls_supUnet_frz_sc_f025,configs/lowshot/ls_supUnet_frz_sc_f025.yaml,suprem_unet,True,False,0.25,frz_sc,native,True,N,native,pretrained
ls_supUnet_frz_sc_f100,configs/lowshot/ls_supUnet_frz_sc_f100.yaml,suprem_unet,True,False,1.0,frz_sc,native,True,N,native,pretrained
ls_supUnet_ft_pt_f001,configs/lowshot/ls_supUnet_ft_pt_f001.yaml,suprem_unet,False,True,0.01,ft_pt,native,True,N,native,pretrained
ls_supUnet_ft_pt_f005,configs/lowshot/ls_supUnet_ft_pt_f005.yaml,suprem_unet,False,True,0.05,ft_pt,native,True,N,native,pretrained
ls_supUnet_ft_pt_f010,configs/lowshot/ls_supUnet_ft_pt_f010.yaml,suprem_unet,False,True,0.1,ft_pt,native,True,N,native,pretrained
ls_supUnet_ft_pt_f025,configs/lowshot/ls_supUnet_ft_pt_f025.yaml,suprem_unet,False,True,0.25,ft_pt,native,True,N,native,pretrained
ls_supUnet_ft_pt_f100,configs/lowshot/ls_supUnet_ft_pt_f100.yaml,suprem_unet,False,True,1.0,ft_pt,native,True,N,native,pretrained
ls_supUnet_ft_sc_f001,configs/lowshot/ls_supUnet_ft_sc_f001.yaml,suprem_unet,False,False,0.01,ft_sc,native,True,N,native,pretrained
ls_supUnet_ft_sc_f005,configs/lowshot/ls_supUnet_ft_sc_f005.yaml,suprem_unet,False,False,0.05,ft_sc,native,True,N,native,pretrained
ls_supUnet_ft_sc_f010,configs/lowshot/ls_supUnet_ft_sc_f010.yaml,suprem_unet,False,False,0.1,ft_sc,native,True,N,native,pretrained
ls_supUnet_ft_sc_f025,configs/lowshot/ls_supUnet_ft_sc_f025.yaml,suprem_unet,False,False,0.25,ft_sc,native,True,N,native,pretrained
ls_supUnet_ft_sc_f100,configs/lowshot/ls_supUnet_ft_sc_f100.yaml,suprem_unet,False,False,1.0,ft_sc,native,True,N,native,pretrained
ls_supSegres_frz_pt_f001,configs/lowshot/ls_supSegres_frz_pt_f001.yaml,suprem_segresnet,True,True,0.01,frz_pt,native,True,N,native,pretrained
ls_supSegres_frz_pt_f005,configs/lowshot/ls_supSegres_frz_pt_f005.yaml,suprem_segresnet,True,True,0.05,frz_pt,native,True,N,native,pretrained
ls_supSegres_frz_pt_f010,configs/lowshot/ls_supSegres_frz_pt_f010.yaml,suprem_segresnet,True,True,0.1,frz_pt,native,True,N,native,pretrained
ls_supSegres_frz_pt_f025,configs/lowshot/ls_supSegres_frz_pt_f025.yaml,suprem_segresnet,True,True,0.25,frz_pt,native,True,N,native,pretrained
ls_supSegres_frz_pt_f100,configs/lowshot/ls_supSegres_frz_pt_f100.yaml,suprem_segresnet,True,True,1.0,frz_pt,native,True,N,native,pretrained
ls_supSegres_frz_sc_f001,configs/lowshot/ls_supSegres_frz_sc_f001.yaml,suprem_segresnet,True,False,0.01,frz_sc,native,True,N,native,pretrained
ls_supSegres_frz_sc_f005,configs/lowshot/ls_supSegres_frz_sc_f005.yaml,suprem_segresnet,True,False,0.05,frz_sc,native,True,N,native,pretrained
ls_supSegres_frz_sc_f010,configs/lowshot/ls_supSegres_frz_sc_f010.yaml,suprem_segresnet,True,False,0.1,frz_sc,native,True,N,native,pretrained
ls_supSegres_frz_sc_f025,configs/lowshot/ls_supSegres_frz_sc_f025.yaml,suprem_segresnet,True,False,0.25,frz_sc,native,True,N,native,pretrained
ls_supSegres_frz_sc_f100,configs/lowshot/ls_supSegres_frz_sc_f100.yaml,suprem_segresnet,True,False,1.0,frz_sc,native,True,N,native,pretrained
ls_supSegres_ft_pt_f001,configs/lowshot/ls_supSegres_ft_pt_f001.yaml,suprem_segresnet,False,True,0.01,ft_pt,native,True,N,native,pretrained
ls_supSegres_ft_pt_f005,configs/lowshot/ls_supSegres_ft_pt_f005.yaml,suprem_segresnet,False,True,0.05,ft_pt,native,True,N,native,pretrained
ls_supSegres_ft_pt_f010,configs/lowshot/ls_supSegres_ft_pt_f010.yaml,suprem_segresnet,False,True,0.1,ft_pt,native,True,N,native,pretrained
ls_supSegres_ft_pt_f025,configs/lowshot/ls_supSegres_ft_pt_f025.yaml,suprem_segresnet,False,True,0.25,ft_pt,native,True,N,native,pretrained
ls_supSegres_ft_pt_f100,configs/lowshot/ls_supSegres_ft_pt_f100.yaml,suprem_segresnet,False,True,1.0,ft_pt,native,True,N,native,pretrained
ls_supSegres_ft_sc_f001,configs/lowshot/ls_supSegres_ft_sc_f001.yaml,suprem_segresnet,False,False,0.01,ft_sc,native,True,N,native,pretrained
ls_supSegres_ft_sc_f005,configs/lowshot/ls_supSegres_ft_sc_f005.yaml,suprem_segresnet,False,False,0.05,ft_sc,native,True,N,native,pretrained
ls_supSegres_ft_sc_f010,configs/lowshot/ls_supSegres_ft_sc_f010.yaml,suprem_segresnet,False,False,0.1,ft_sc,native,True,N,native,pretrained
ls_supSegres_ft_sc_f025,configs/lowshot/ls_supSegres_ft_sc_f025.yaml,suprem_segresnet,False,False,0.25,ft_sc,native,True,N,native,pretrained
ls_supSegres_ft_sc_f100,configs/lowshot/ls_supSegres_ft_sc_f100.yaml,suprem_segresnet,False,False,1.0,ft_sc,native,True,N,native,pretrained
ls_supSwin_frz_pt_f001,configs/lowshot/ls_supSwin_frz_pt_f001.yaml,suprem_swinunetr,True,True,0.01,frz_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_pt_f005,configs/lowshot/ls_supSwin_frz_pt_f005.yaml,suprem_swinunetr,True,True,0.05,frz_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_pt_f010,configs/lowshot/ls_supSwin_frz_pt_f010.yaml,suprem_swinunetr,True,True,0.1,frz_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_pt_f025,configs/lowshot/ls_supSwin_frz_pt_f025.yaml,suprem_swinunetr,True,True,0.25,frz_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_pt_f100,configs/lowshot/ls_supSwin_frz_pt_f100.yaml,suprem_swinunetr,True,True,1.0,frz_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_sc_f001,configs/lowshot/ls_supSwin_frz_sc_f001.yaml,suprem_swinunetr,True,False,0.01,frz_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_sc_f005,configs/lowshot/ls_supSwin_frz_sc_f005.yaml,suprem_swinunetr,True,False,0.05,frz_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_sc_f010,configs/lowshot/ls_supSwin_frz_sc_f010.yaml,suprem_swinunetr,True,False,0.1,frz_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_sc_f025,configs/lowshot/ls_supSwin_frz_sc_f025.yaml,suprem_swinunetr,True,False,0.25,frz_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_frz_sc_f100,configs/lowshot/ls_supSwin_frz_sc_f100.yaml,suprem_swinunetr,True,False,1.0,frz_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_pt_f001,configs/lowshot/ls_supSwin_ft_pt_f001.yaml,suprem_swinunetr,False,True,0.01,ft_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_pt_f005,configs/lowshot/ls_supSwin_ft_pt_f005.yaml,suprem_swinunetr,False,True,0.05,ft_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_pt_f010,configs/lowshot/ls_supSwin_ft_pt_f010.yaml,suprem_swinunetr,False,True,0.1,ft_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_pt_f025,configs/lowshot/ls_supSwin_ft_pt_f025.yaml,suprem_swinunetr,False,True,0.25,ft_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_pt_f100,configs/lowshot/ls_supSwin_ft_pt_f100.yaml,suprem_swinunetr,False,True,1.0,ft_pt,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_sc_f001,configs/lowshot/ls_supSwin_ft_sc_f001.yaml,suprem_swinunetr,False,False,0.01,ft_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_sc_f005,configs/lowshot/ls_supSwin_ft_sc_f005.yaml,suprem_swinunetr,False,False,0.05,ft_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_sc_f010,configs/lowshot/ls_supSwin_ft_sc_f010.yaml,suprem_swinunetr,False,False,0.1,ft_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_sc_f025,configs/lowshot/ls_supSwin_ft_sc_f025.yaml,suprem_swinunetr,False,False,0.25,ft_sc,native,True,N,native,fresh_stem_s0
ls_supSwin_ft_sc_f100,configs/lowshot/ls_supSwin_ft_sc_f100.yaml,suprem_swinunetr,False,False,1.0,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_pt_f001,configs/lowshot/ls_vocoB_frz_pt_f001.yaml,voco_b,True,True,0.01,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_pt_f005,configs/lowshot/ls_vocoB_frz_pt_f005.yaml,voco_b,True,True,0.05,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_pt_f010,configs/lowshot/ls_vocoB_frz_pt_f010.yaml,voco_b,True,True,0.1,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_pt_f025,configs/lowshot/ls_vocoB_frz_pt_f025.yaml,voco_b,True,True,0.25,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_pt_f100,configs/lowshot/ls_vocoB_frz_pt_f100.yaml,voco_b,True,True,1.0,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_sc_f001,configs/lowshot/ls_vocoB_frz_sc_f001.yaml,voco_b,True,False,0.01,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_sc_f005,configs/lowshot/ls_vocoB_frz_sc_f005.yaml,voco_b,True,False,0.05,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_sc_f010,configs/lowshot/ls_vocoB_frz_sc_f010.yaml,voco_b,True,False,0.1,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_sc_f025,configs/lowshot/ls_vocoB_frz_sc_f025.yaml,voco_b,True,False,0.25,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_frz_sc_f100,configs/lowshot/ls_vocoB_frz_sc_f100.yaml,voco_b,True,False,1.0,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_pt_f001,configs/lowshot/ls_vocoB_ft_pt_f001.yaml,voco_b,False,True,0.01,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_pt_f005,configs/lowshot/ls_vocoB_ft_pt_f005.yaml,voco_b,False,True,0.05,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_pt_f010,configs/lowshot/ls_vocoB_ft_pt_f010.yaml,voco_b,False,True,0.1,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_pt_f025,configs/lowshot/ls_vocoB_ft_pt_f025.yaml,voco_b,False,True,0.25,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_pt_f100,configs/lowshot/ls_vocoB_ft_pt_f100.yaml,voco_b,False,True,1.0,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_sc_f001,configs/lowshot/ls_vocoB_ft_sc_f001.yaml,voco_b,False,False,0.01,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_sc_f005,configs/lowshot/ls_vocoB_ft_sc_f005.yaml,voco_b,False,False,0.05,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_sc_f010,configs/lowshot/ls_vocoB_ft_sc_f010.yaml,voco_b,False,False,0.1,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_sc_f025,configs/lowshot/ls_vocoB_ft_sc_f025.yaml,voco_b,False,False,0.25,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoB_ft_sc_f100,configs/lowshot/ls_vocoB_ft_sc_f100.yaml,voco_b,False,False,1.0,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_pt_f001,configs/lowshot/ls_vocoH_frz_pt_f001.yaml,voco_h,True,True,0.01,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_pt_f005,configs/lowshot/ls_vocoH_frz_pt_f005.yaml,voco_h,True,True,0.05,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_pt_f010,configs/lowshot/ls_vocoH_frz_pt_f010.yaml,voco_h,True,True,0.1,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_pt_f025,configs/lowshot/ls_vocoH_frz_pt_f025.yaml,voco_h,True,True,0.25,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_pt_f100,configs/lowshot/ls_vocoH_frz_pt_f100.yaml,voco_h,True,True,1.0,frz_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_sc_f001,configs/lowshot/ls_vocoH_frz_sc_f001.yaml,voco_h,True,False,0.01,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_sc_f005,configs/lowshot/ls_vocoH_frz_sc_f005.yaml,voco_h,True,False,0.05,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_sc_f010,configs/lowshot/ls_vocoH_frz_sc_f010.yaml,voco_h,True,False,0.1,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_sc_f025,configs/lowshot/ls_vocoH_frz_sc_f025.yaml,voco_h,True,False,0.25,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_frz_sc_f100,configs/lowshot/ls_vocoH_frz_sc_f100.yaml,voco_h,True,False,1.0,frz_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_pt_f001,configs/lowshot/ls_vocoH_ft_pt_f001.yaml,voco_h,False,True,0.01,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_pt_f005,configs/lowshot/ls_vocoH_ft_pt_f005.yaml,voco_h,False,True,0.05,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_pt_f010,configs/lowshot/ls_vocoH_ft_pt_f010.yaml,voco_h,False,True,0.1,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_pt_f025,configs/lowshot/ls_vocoH_ft_pt_f025.yaml,voco_h,False,True,0.25,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_pt_f100,configs/lowshot/ls_vocoH_ft_pt_f100.yaml,voco_h,False,True,1.0,ft_pt,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_sc_f001,configs/lowshot/ls_vocoH_ft_sc_f001.yaml,voco_h,False,False,0.01,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_sc_f005,configs/lowshot/ls_vocoH_ft_sc_f005.yaml,voco_h,False,False,0.05,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_sc_f010,configs/lowshot/ls_vocoH_ft_sc_f010.yaml,voco_h,False,False,0.1,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_sc_f025,configs/lowshot/ls_vocoH_ft_sc_f025.yaml,voco_h,False,False,0.25,ft_sc,native,True,N,native,fresh_stem_s0
ls_vocoH_ft_sc_f100,configs/lowshot/ls_vocoH_ft_sc_f100.yaml,voco_h,False,False,1.0,ft_sc,native,True,N,native,fresh_stem_s0
ls_ctclip_frz_pt_f001,configs/lowshot/ls_ctclip_frz_pt_f001.yaml,ctclip,True,True,0.01,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_pt_f005,configs/lowshot/ls_ctclip_frz_pt_f005.yaml,ctclip,True,True,0.05,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_pt_f010,configs/lowshot/ls_ctclip_frz_pt_f010.yaml,ctclip,True,True,0.1,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_pt_f025,configs/lowshot/ls_ctclip_frz_pt_f025.yaml,ctclip,True,True,0.25,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_pt_f100,configs/lowshot/ls_ctclip_frz_pt_f100.yaml,ctclip,True,True,1.0,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_sc_f001,configs/lowshot/ls_ctclip_frz_sc_f001.yaml,ctclip,True,False,0.01,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_sc_f005,configs/lowshot/ls_ctclip_frz_sc_f005.yaml,ctclip,True,False,0.05,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_sc_f010,configs/lowshot/ls_ctclip_frz_sc_f010.yaml,ctclip,True,False,0.1,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_sc_f025,configs/lowshot/ls_ctclip_frz_sc_f025.yaml,ctclip,True,False,0.25,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_frz_sc_f100,configs/lowshot/ls_ctclip_frz_sc_f100.yaml,ctclip,True,False,1.0,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_pt_f001,configs/lowshot/ls_ctclip_ft_pt_f001.yaml,ctclip,False,True,0.01,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_pt_f005,configs/lowshot/ls_ctclip_ft_pt_f005.yaml,ctclip,False,True,0.05,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_pt_f010,configs/lowshot/ls_ctclip_ft_pt_f010.yaml,ctclip,False,True,0.1,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_pt_f025,configs/lowshot/ls_ctclip_ft_pt_f025.yaml,ctclip,False,True,0.25,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_pt_f100,configs/lowshot/ls_ctclip_ft_pt_f100.yaml,ctclip,False,True,1.0,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_sc_f001,configs/lowshot/ls_ctclip_ft_sc_f001.yaml,ctclip,False,False,0.01,ft_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_sc_f005,configs/lowshot/ls_ctclip_ft_sc_f005.yaml,ctclip,False,False,0.05,ft_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_sc_f010,configs/lowshot/ls_ctclip_ft_sc_f010.yaml,ctclip,False,False,0.1,ft_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_sc_f025,configs/lowshot/ls_ctclip_ft_sc_f025.yaml,ctclip,False,False,0.25,ft_sc,upsample,True,N,native,resampled_bottleneck
ls_ctclip_ft_sc_f100,configs/lowshot/ls_ctclip_ft_sc_f100.yaml,ctclip,False,False,1.0,ft_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_pt_f001,configs/lowshot/ls_samMed3d_frz_pt_f001.yaml,sam_med3d,True,True,0.01,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_pt_f005,configs/lowshot/ls_samMed3d_frz_pt_f005.yaml,sam_med3d,True,True,0.05,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_pt_f010,configs/lowshot/ls_samMed3d_frz_pt_f010.yaml,sam_med3d,True,True,0.1,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_pt_f025,configs/lowshot/ls_samMed3d_frz_pt_f025.yaml,sam_med3d,True,True,0.25,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_pt_f100,configs/lowshot/ls_samMed3d_frz_pt_f100.yaml,sam_med3d,True,True,1.0,frz_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_sc_f001,configs/lowshot/ls_samMed3d_frz_sc_f001.yaml,sam_med3d,True,False,0.01,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_sc_f005,configs/lowshot/ls_samMed3d_frz_sc_f005.yaml,sam_med3d,True,False,0.05,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_sc_f010,configs/lowshot/ls_samMed3d_frz_sc_f010.yaml,sam_med3d,True,False,0.1,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_sc_f025,configs/lowshot/ls_samMed3d_frz_sc_f025.yaml,sam_med3d,True,False,0.25,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_frz_sc_f100,configs/lowshot/ls_samMed3d_frz_sc_f100.yaml,sam_med3d,True,False,1.0,frz_sc,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_ft_pt_f001,configs/lowshot/ls_samMed3d_ft_pt_f001.yaml,sam_med3d,False,True,0.01,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_ft_pt_f005,configs/lowshot/ls_samMed3d_ft_pt_f005.yaml,sam_med3d,False,True,0.05,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_ft_pt_f010,configs/lowshot/ls_samMed3d_ft_pt_f010.yaml,sam_med3d,False,True,0.1,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_ft_pt_f025,configs/lowshot/ls_samMed3d_ft_pt_f025.yaml,sam_med3d,False,True,0.25,ft_pt,upsample,True,N,native,resampled_bottleneck
ls_samMed3d_ft_pt_f100,configs/lowshot/ls_samMed3d_ft_pt_f100.yaml,sam_med3d,False,True,1.0,ft_pt,upsample,True,N,native,resampled_bottleneck
